,rc_num,rc_name,rc_view,rc_rec,rc_scrap,rc_type,rc_sit,rc_sort,rc_nick,rc_info,rc_ing,rc_diff,rc_time
5396,6843999,콩가루배추국,10926,3,36,끓이기,영양식,콩/견과류,국/탕,조선시대 철종은 어릴 때 강화도 산골에서 나무하고 물을 베던 초동이였는데 어느날 갑자기 궁궐에 불려가 임금이 되었답니다. 강화도령이었던 철종은 궁궐안에서 먹는 산해진미가 도무지 입에 맞지 않고 오직 어릴 때 먹었던 사래기국과 막걸리 생각만 간절하여 신하들에게 구해 오라고 명을 내렸다고 합니다 막걸리는 이문 안에서 구해 왔지만 시래기국은 구할 수 없어 외가인 강화도에 가서 시래기국을 구하여 아침 저녁으로 수라상에 올렸다고 합니다 '우거지'는 푸성귀를 다듬을 때 골라 놓은  겉대나 떡잎을 이야기 하여 배추가 제철인 가을이면 많이 끓여 먹게 되지만 요즘은 다듬어 판매되고 있으니 우거지라고 할 것도 없으니 배추를 넣어 구수하게 끓이고 배추만으로 부족하기쉬운 단백질은 날 콩가루를 넉넉히 넣어 고소하면서도 영양가 만점인 콩가루 배추국을 끓여 가을철 영양밥상을 차려봅니다,[재료] 배추 4장| 콩가루 2T| 마른새우 2T| 물 3컵| 대파 1/4대 [양념] 된장 2T| 다진마늘 0.5T| 소금 약간,초급,30분이내
5397,6844002,간장비빔국수,22592,13,385,비빔,일상,밀가루,면/만두,다양한 야채와 함께 비벼먹는 간장비빔국수. 매운거 못 먹는 아이에게 좋은 국수죠.,[재료] 부추| 느타리버섯| 당근| 양파| 파프리카| 국수| 소금 [양념] 간장 1+1/2스푼| 참기름 적당히| 설탕 1/2스푼| 통깨,초급,15분이내
5398,6844023,아보카도간장밥,32663,47,545,비빔,일상,과일류,밥/죽/떡,몸에도 좋고 맛도 좋은 아보카도를 이용해서 간단하게 만드는 아보카도 간장밥이예요. 일반 간장밥에는 참기름이나 마가린이 들어가지만  아보카도를 넣으면 따로 참기름이나 마가린을 넣지 않으셔도 엄청 고소하고 맛있어요. ^_^,[재료] 밥 1공기| 아보카도 2/3개| 간장 1t| 김자반(대체가능) 1주먹가득| 계란 1개,초급,5분이내
5399,6844024,참치김치볶음밥,12108,11,138,볶음,초스피드,가공식품류,밥/죽/떡,어렸을 때부터 해서 먹던 요리 비주얼은 안 좋지만 맛은 좋아요... 해서 드셔 보세요..ㅋㅋㅋㅋ,[재료] 참치캔 100g(한 캔)| 밥 300g(한 그릇)| 고추장 1숟가락| 계란 1개| 참기름 2바퀴| 김치 1주먹| 식용유 1숟가락,아무나,10분이내
5400,6844047,게맛살오이롤초밥,11050,16,307,기타,일상,채소류,밥/죽/떡,오이 요리나 오이와 관련된 음식을 하려고 오이를 구매하면 항상 1~2개는 남는거 같아요. 왜 오이는 낱개로 팔지 않는걸까요. 그래서 오이도 남았겠다  오이로 할 수 있는 음식. 오이의 시원한 아삭함과 초밥의 조합  게맛살 오이 롤 초밥을 만들어 보았답니다.,[재료] 오이 1개| 밥 1공기| 게맛살 5개| 마요네즈 2큰술| 허니머스타드 1큰술| 후추| 식초 1큰술| 설탕 1큰술| 소금| 깨소금,아무나,10분이내
5401,6844050,계란말이,10516,9,131,부침,도시락,달걀/유제품,밑반찬,수험생인 울집 딸냄을 위한 매일 도시락을 싸주고 있습니다 오늘 도시락으로는 간단하면서도  영양과 맛을 대표하는 계란말이를 만들어 보냈습니다 언제나 환영받는 메뉴 입니다  눈으로 보고 입으로 먹는 예쁜 계란말이 김밥 싸고 남은 재료들이 있을때 한번 만들어보면  입도  눈도 즐거워집니다  단무지의 아삭거림의 식감이 좋아서 맨입에도  밥과 함께 먹어도 좋은 도시락 반찬입니다 도시락 반찬으로 계란말이가 좋은 첫번째 이유는.... 음식 냄새가 많이 안난다는 장점... 딸냄이다보니 냄새에 민감한 반응을 보이더라구요 해서...김치류는 도시락 반찬으론 못보내고 있습니다  http://blog.naver.com/joodaso,[재료] 계란 5개| 김밥용 김 2장| 김밥용 햄 2줄| 김밥용 맛살 1줄| 김밥용 우엉 3줄| 김밥용 단무지 2줄| 사각 포두부 2장 [계란 지단 양념] 부추 4~5줄| 매운 작은 홍고추 2개,초급,15분이내
5402,6844073,닭가슴살또띠아,7565,15,138,기타,도시락,닭고기,빵,어제 오늘 날이 많이 푸근해지고 이제 꽃피는 봄이 시작되는 가운데 도시락을 싸서 가까운 공원이라도 가고 싶어지는 날씨입니다 담백한 닭가슴살과 풍성한 상추로 말은 또띠아 다이어트용으로도 좋은 닭가슴살 또띠아 말이 입니다  수험생인 울집 딸냄 도시락으로 준비해준 또띠아 말이를 소개합니다  한끼 도시락으로 담아보내고 그옆엔 시판용 냉동 감자만두를 찜통에 쪄내어 넣어주었습니다  야외에서 먹기도 좋을듯 합니다 한개한개 유산지에 싸서 먹으니 손에 묻힐 염려도 없고....,[재료] 닭가슴살 180~200g| 상추 7~8장| 또띠아 2장| 홀 그레인 머스타드 약간| 샐러리 약간| 야채 샐러드 약간 [닭가슴살 양념하기] 레몬즙 1큰술| 후추 약간| 소금 1꼬집| 생강즙 1t| 요리술 1T [야채샐러드] 샐러리| 건포도| 파프리카| 양파| 피클| 건포도| 옥수수알갱이| 마요네즈,초급,15분이내
5403,6844075,고추장잡채볶음밥,6596,4,34,볶음,초스피드,가공식품류,밥/죽/떡,명절이나 잔치가 끝나고 남은 잡채! 맛있게 먹는 법 소개합니다 :),[재료] 잡채 2줌| 상추 3~4장| 계란 1개| 밥 3/4공기| 고추장 1/2큰술| 식용유 2큰 술,아무나,5분이내
5404,6844079,요거트,1566,3,29,기타,간식,달걀/유제품,차/음료/술,달달한 디저트라도 건강하게 즐길 수 있어요. 싱싱한 딸기를 플레인 요거트 위에 얹어 함께 먹으면 정말 맛있답니다. 근사한 분위기에 내놓아도 손색없을 맛있는 디저트 만들어보세요 ^^,[재료] 딸기 2개| 캐슈넛 3~4개| 플레인 요거트 5스푼 [부재료] 휘핑크림| 카카오 가루 1t| 꿀 1t| 슈가파우더 조금 ,아무나,10분이내
5405,6844128,식빵피자,8459,5,79,굽기,간식,밀가루,빵,역시 식빵피자는 맛없을수가 없는 조화죠? 전자렌지로 간단하게 만드는 완전 맛있는 식빵피자랍니다.,[재료] 식빵| 토마토소스| 소세지| 양파| 파프리카| 치즈,아무나,5분이내
5406,6844162,수란,26194,14,133,삶기,다이어트,달걀/유제품,기타,수란은 달걀을 끓는물에 반숙으로 익힌 요리에요. 소화가 잘 되 외국에선 술먹은 다음날 숙취용으로 수란을 많이 먹는다네요. 게다가 수란 칼로리는 고작 70~80Kcal 밖에 안해서 완전 다이어트식품이랍니다.,[재료] 달걀 1개| 식초 1t| 소금 1t,아무나,5분이내
5407,6844174,허니버터맥나잇,15101,111,387,기타,간식,가공식품류,디저트,맥모닝 다들 좋아하시죠? 이번에 집에서 간단히 대성이 만든  허니버터맥나잇을 만들었어요.  남녀노소 모두 좋아한답니다^^,[재료] 꿀호떡 2개| 계란 1개| 치즈 1개| 베이컨 2장| 버터 조금,아무나,15분이내
5408,6844181,양송이버섯죽,13690,8,154,끓이기,영양식,버섯류,밥/죽/떡,양송이버섯은 소화에 도움이 된다고 알려져있죠. 죽 만드는게 어려울 것 같지만  그렇게 어렵지만도 않답니다. 집에서 직접 만들면 더 건강하게 만들어 먹을 수도 있구요. 이젠 사먹지 말고 죽만큼은 집에서 만들어 드세요 :),[재료] 양파 1/2개 (소)| 당근 1/3개| 애호박 1/5개| 다시마 5조각| 밥 1/2공기 [그 외] 야채가루(생략가능) 1/2t| 참기름 2t| 간장 1t,아무나,30분이내
5409,6844184,김치토마토스파게티,5294,10,88,볶음,일상,가공식품류,면/만두,색다른거 없나 하다가 김치스파게티를 만들었어요. 토마토스파게티에 김치만 넣으면 되지요.,[재료] 스파게티면| 토마토소스| 다진마늘| 치즈| 햄| 양파| 김치,아무나,15분이내
5410,6844198,햄김밥,7994,3,62,부침,도시락,쌀,밥/죽/떡,요즘 건강과 다이어트에 관심이 많아져 현미밥을 먹기로 마음 먹었는데 현미밥은 식감이 살짝 익숙하지가 않아 자주 못먹겠더라구요 ㅠㅠ 마침 식감괜찮은 쌀을 파는 싸이트를 발견하게 되어 먹고 있는데 맛있더라구요 ㅎㅎ 오늘은 주말에 만들어 먹은 김밥을 소개합니다~~>ㅁ<,[재료] 밥 한공기| 계란 1~2개| 김밥 김 2장| 다시마| 식초| 소금| 검은깨| 마요네즈,아무나,15분이내
5411,6844201,맥모닝,7493,8,207,굽기,간식,밀가루,빵,맥**드에서 판매되는 아침메뉴 맥모닝을 아시나요? ㅎㅎ 말 그대로 아침시간에만 판매되지만.. 꼭 아침이 아니더라도 언제든지 먹고 싶을때 있잖아요^^  그럴때 집에서 간단하게 홈메이드로 만들 수 있는 요리랍니다. 잉글리쉬머핀은 식빵으로 대체  저렴한 가격으로 푸짐하게 즐기는 맥모닝  만들어 볼까요^^,[재료] 식빵 2장| 슬라이스치즈 1장| 계란 1개| 베이컨 2+1/2줄 [소스] 마요네즈 3스푼| 홀그레인머스터드 2스푼| 레몬즙 1스푼,아무나,15분이내
5412,6844210,만두덮밥,3522,6,50,굽기,일상,가공식품류,밥/죽/떡,냉동만두를 이용한 매콤 만두덮밥 한그릇요리는 제가 자주 이용하는 요리로 쉬우면서도 맛은 보장되는 덮밥요리입니다. 만두 속에 있는 고기  야채와 매콤한 소스가 아주 잘 어울리는 맛이 꽤 좋은 메뉴입니다. 뭐 냉동만두만 먹으면 살짝 느끼한 면도 있는데 이렇게 매콤한 소스에 채소를 곁들이면 느끼함은 사라지고 정성 가득한 식단이 됩니다.,[재료] 밥 1공기| 냉동만두 큰것 2개| 양파 1/4개| 양송이버섯 1개| 당근 30g| 달걀 1개| 작은 건고추 1개| 식용유 2큰술 [매콤 간장소스] 간장 2큰술| 고춧가루 1큰술| 설탕 2/3큰술| 맛술 1큰술| 다진마늘 1작은술| 물 1큰술,아무나,10분이내
5413,6844226,찹쌀케이크,3866,1,79,굽기,영양식,쌀,밥/죽/떡,오늘 소개하는 찹쌀케이크는 유학을 가거나 이민을 가서 우리의 떡 맛이 그리워 마른 찹쌀가루로 반죽하여 오븐에 구워보니 쫄깃쫄깃함이 떡과 비슷하여 붙여진 이름이라고 하네요. 어디서 누가 만들었는지는 모르지만 찹쌀가루의 쫄깃함이 과자와 빵을 만나면서 우리입맛에 맞는 다양한 맛들이 생겨났어요. 찹쌀은 맛이 달고 소화가 잘되는 대표적인 곡식으로 큰일을 앞두고 어머니들은 찰밥으로 든든한 식사를 챙겨주시곤 하셨죠. 마른 찹쌀은 보관하기도 쉬우니 한번씩 구워서 식사대용으로 챙겨 드시면 좋겠어요.,[재료] 마른 찹쌀가루 1컵| 바닐라에센스 약간| 설탕 1/4컵| 소금 1작은술| 우유 1/2컵| 달걀 1개| 녹인버터 2| 팥 앙금 1/2컵| 호두 (간것) 1/2컵| 올리브오일 적당량,중급,90분이내
5414,6844240,게살크림우동,6099,10,166,볶음,일상,가공식품류,면/만두,오늘 뭐 먹지? 에 나왔던 게살 크림 우동  재료도 간단하고 만들기도 쉬운 레시피로 손님접대에 내도 손색없을  맛과 비쥬얼을 자랑한다.,[재료] 우동면 1개| 채썬양파 1/2개| 쪽파 1개| 청양고추 1/2개| 게맛살 2개 [크림소스] 생크림 250ml| 마요네즈 1/2스푼| 버터 1/2스푼| 다진마늘 1/2스푼| 날치알 75g| 소금| 후추,아무나,15분이내
5415,6844255,소시지오일파스타,7469,8,93,볶음,일상,밀가루,면/만두,저번 주말에 친구들 만나러 가면서 부랴부랴 만들어준 소시지 스파게티. 간단하면서도 맛있어요. 집에서 외식분위기 내세요~아주 간단하게~^^,[재료] 소시지 2개| 파스타면 1인분| 브로콜리 [만능오일] 다진마늘 1/2컵| 올리브오일 1컵| 소금 1큰술| 월계수잎 1장 [나머지간] 허브솔트| 페페로치노,초급,30분이내
5416,6844262,돈까스김치나베,6941,6,192,끓이기,일상,돼지고기,국/탕,돈까스집가면 꼭 돈까스김치나베가 있잖아요. 그냥돈까스는 몇점 먹다보면 가끔 느끼하면서 질리더라구요. 그래서 저는 돈까스집가면 돈까스김치나베도 자주 시켜먹거든요. 그걸 오늘 집에서 한번 해먹어봤는데 정말 파는맛하고 똑같이 나왔더라구요. 간단하게 레시피 알려드릴께요.,[재료] 돈까스 1장| 계란 1개| 양파| 대파| 치즈(생략가능)| 신김치 [양념] 설탕 1/2스푼| 참기름 1/2스푼| 국간장 1/2스푼| 물 300ml,초급,15분이내
5417,6844278,현미계란죽,4363,2,31,끓이기,일상,쌀,밥/죽/떡,죽은 아플때만 먹는다?! 아플 때 가장 먼저 생각나는 음식이 죽인데요.. 저는 평소에도 즐겨 먹곤해요. 가끔 먹으면 소화도 잘되고 속도 편해서 꼭 아프지 않아도 가끔 먹곤 한답니다^^ 오늘은 계란을 이용해 영양만점 계란죽 만들어 볼까요??ㅎㅎ,[재료] 쌀| 계란| 양파| 당근| 애호박| 파| 버섯류| 치킨스톡(닭육수)| 참기름| 소금,아무나,30분이내
5418,6844286,전자렌지인절미,28151,13,705,굽기,영양식,쌀,밥/죽/떡,떡은 예부터 계절을 잘 드러내는 우리나라 음식중에 하나였죠. 지금은 떡보다는 빵이 더 익숙하니 떡은 특별한 날에 먹는 음식이 되었습니다.   집에서 간단히 만들 수 있다면 떡 좋아 하시는 분들에게는 분들에게는 희소식이겠죠. 찹쌀가루를 이용해 전자렌지로 쫄깃쫄깃한 인절미를 만들어 보았어요.  인절미는 불린 찹쌀을 오랫동안 쳐서 덩어리를 지게 하여 먹기 좋은 크기로 잘라 콩고물이나 팥고물을 묻힌 떡으로 쫄깃한 찹쌀과 콩고물이 특히 잘 어울리며  콩고물은 요즘 인절미 뿐 아니라 여름의 새로운 빙수시대를 열어준 중요한 재료이기도 합니다. 밥을 뭉쳐 콩고물에 굴려서 먹으면 옛날 엄마가 만들어주시던 간식이 되지요,[재료] 찹쌀가루 2컵| 소금 약간| 설탕 2| 물 1.5컵| 고소한 콩고물 1컵,중급,60분이내
5419,6844313,고구마과일샐러드,5371,7,58,기타,초스피드,과일류,샐러드,요리탄생은요... 고구마로 샐러드를 만들다가 과일과 함께하면 맛있겠다는 생각이들었어요. 봄에는 과일이 정말맛있고 고구마 또한 엄청 달잖아요?,[재료] 고구마 1개| 딸기 약간| 사과 약간| 요거트 3스푼| 꿀 3스푼| 리코타치즈 1스푼,아무나,10분이내
5420,6844315,닭가슴살 카정레시피 ,1615,8,26,굽기,다이어트,닭고기,샐러드,발리여행중 스타터로 살사소스에 나초를 찍어먹다 닭가슴살과 같이먹음 뻑뻑한 식감을 부드럽게 해주겠단 생각이 문득 . 작년에 제가개발한 레시피입니다.ㅎ,[재료] 닭가슴살 150g| 양파 1/2개| 파프리카 1/2개| 고수 1줄기| 토마토 1/2개 [양념] 칠리 2t| 레몬즙 2t| 올리브유 1t,초급,30분이내
5421,6844321,또띠아고르곤졸라피자,9681,7,141,굽기,간식,가공식품류,빵,심심해서 간식으로 또띠아 피자를 만들어 먹었어요. 고르곤졸라피자는 사실 첨해봤는데요. 제꺼는 완전히 100% 성공한건 아니지만 양조절만 잘 했으면 완전 최고였을거 같은 고르곤졸라가 나왔어요.,[재료] 또띠아| 꿀| 다진마늘| 치즈| 파슬리가루(생략가능),아무나,5분이내
5422,6844346,베이컨새우젓파스타,5187,6,178,볶음,술안주,가공식품류,면/만두,집밥백선생 미공개 레시피분에서 나왔던 파스타요리였는데요. 젓갈이 사실 파스타랑 잘 어울려요. 명란파스타 넘 좋아하거든요. 근데 새우젓은 안 넣어 봐서 궁금하더라구요. 그것도 오일파스타. 오 근데 맥주랑 정말 잘 어울리는 파스타 였습니다. 맥주와 와인이 절로 생각나는 그맛. 짭쪼롬하면서도 자꾸 자꾸 포크가 가는 그맛. 마성의 유혹. 치킨이 아닌 베이컨 파스타로 결정.,[재료] 파스타면 100g| 동원 두툼베이컨 1장| 새우젓 1/2작은술| 면수(면삶은물) 1/2컵| 통마늘 4-5개| 청양고추 1개| 대파 작은 사이즈 1/2대,아무나,15분이내
5423,6844354,새싹비빔밥 본죽표 초간단 현미비빔밥 만들기~,8629,9,137,기타,다이어트,채소류,밥/죽/떡,맛있는 본죽표 새싹비빔밥 이에요 간단하면서 샤샤샥 비벼먹음 참 맛있는~ 예전에 다요트한다고 참 많이도 만들어 먹었었는데 한동안 정말 뜸했네요..ㅋㅋ 그럼 간단하지만 상큼한 새싹비빔밥 만드는법 소개해요~,[재료] 현미쌀 1공기| 새싹채소 적당량| 어린잎채소 적당량| 초고추장| 참기름 1스푼| 깨소금 약간| 김가루 약간,아무나,15분이내
5424,6844359,과일오픈샌드위치,2281,1,11,굽기,초스피드,달걀/유제품,빵,요즘 마트 가보면 딸기가 많이 보이더라고요. 오늘은 딸기 이용해서 과일오픈샌드위치 만들어봤어요. 딸기 당도가 어찌나 달던지. 과일오픈샌드위치는 아침 대용으로도 좋고 아이들 건강 간식으로도 좋아요. 오픈샌드위치는 좋아하는 과일 올려서 만들면 되는 거라 만들기도 쉽고 이뻐서 손이 절로 가네요. 과일오픈샌드위치 만드는법 알려드릴게요.,[재료] 딸기| 토마토| 식빵| 어린잎채소| 블루베리잼| 마가린| 계란,아무나,5분이내
5425,6844364,인살라타,1062,0,34,끓이기,영양식,콩/견과류,밥/죽/떡,인살라타는 이탈리아 남부 나폴리 만에 위치한 카프리 섬의 샐러드 요리로  상큼한 토마토와 부드러운 모짜렐라 치즈  지중해의 향긋한 바질이 색과 맛의 조화를 이룬 음식입니다. 거기에 비타민 a와 b가 다량 함유되어있는 율무를 더하여 맛과 영양을 더 풍부하게 해줄 율무 인살라타를 소개할게요! ,[재료] 율무 50g| 방울 토마토 10개| 오이 1/4개| 블랙올리브 4개| 올리브오일 2개| 식초 1| 설탕 0.5| 소금 약간| 후춧가루 약간,초급,60분이내
5426,6844382,소고기두부덮밥,7982,7,246,끓이기,일상,소고기,밥/죽/떡,밥 한그릇을 맛나게 먹을 수 있도록 덮밥을 준비해봤습니다. 소고기 두부덮밥입니다.,[재료] 식용유 2큰술| 참기름 1큰술| 대파 1대| 다진마늘 1큰술| 청양고추 1개| 고운고춧가루 1+1/2큰술| 소고기 100g| 두부 1/2모 200g| 국간장 3큰술| 쌀뜨물 2컵| 전분물 1큰술| 후추 약간,초급,15분이내
5427,6844408,녹두전,3844,1,18,부침,영양식,곡류,메인반찬,봄의 여유로움을 흙애서 녹두전과 함께 나누어 보면 좋겠어요.,[재료] 녹두(또는 깐녹두) 1컵(불린녹두 2컵)| 쌀가루 1/2컵| 다진돼지고기 80g| 김치 100g| 고사리 50g| 숙주 100g| 홍고추 1개| 풋고추 1개| 소금 약간| 식용유 [돼지고기 양념재료] 다진파 1술| 다진마늘 0.3술| 소금 약간| 후추가루 약간,초급,90분이내
5428,6844480,떡만두국,10996,11,105,끓이기,일상,쌀,국/탕,뜨끈한 떡만두국을 끓여봤어요. 냉동실에 쟁여둔 만두와 떡국떡을 넣고 보글보글 끓여 한그릇씩 먹었더니 금방 따뜻해지고 좋더라고요.,[재료] 떡국떡 1대접| 냉동만두 넉넉히| 대파| 청양고추| 마늘| 달걀| 멸치 1줌| 다시마 조금| 간장 2큰술| 소금| 후추,아무나,10분이내
5429,6844488,바지락칼국수,4238,5,34,끓이기,일상,해물류,면/만두,추운날은 따끈한 국물이 생각나잖아요~  그럴때 간단하고 편하게 끓여 먹을 수 있는 바지락 칼국수 레시피를 들고 왔어요:) ,[재료] 바지락 1봉| 애호박 1(손가락마디)| 대파 1(손가락길이)| 칼국수 면 1인분 [양념 및 육수] 쌀뜬물 400ml| 후추 3번톡톡,초급,10분이내
5430,6844496,콩가루돈까스,1624,0,14,튀김,영양식,돼지고기,메인반찬,블랙푸드는 검은색을 띤 자연식품으로 검은콩을 대표적인 블랙푸드 입니다. 그러나 식탁위에서 검은색은 맛이 없어 보이는 색으로 여겨지지만 검은색식품들은 노화와 질병을 일으키니 체내의 활성산소를 효과적으로 중화해 노화 방지에 탁월한 효과를 보입니다. 대표적인 블랙푸드로는 검은쌀  검은깨  검은콩인데요. 콩은 주로 불려서 밥에 올려 콩밥을 만들어 먹거나 졸여서 콩자반을 만들고 요즘은 검은콩으로 만드는 두부도 많이 판매되고 있어요. 검은콩으로 만든 콩가루를 양념통에 넣어 사용하면 더 건강하게 섭취 할 수 있을 것 같아서 양념통에 넣어두었어요. 오늘은 돈까스에 밀가루 대신 콩가루를 사용해 보았는데요 밋밋한 안심에 콩가루를 입혀 주니 더 고소해져서 맛있는 돈까스를 만들 수 있었어요.,[재료] 돼지고기(안심) 200g| 검은콩가루 1/4컵| 달걀 1개| 빵가루 1컵| 소금 후추가루 약간씩| 식용유(튀김용) 적당량| 양배추 4장| 돈까스 소스 적당량,중급,60분이내
5431,6844543,오징어야끼소바,5604,11,135,볶음,술안주,가공식품류,면/만두,자주가는 오꼬노미야끼 맛집이 있는데.. 그 맛집이 리모델링 공사로 문닫았을때 너무 먹고싶은 나머지 어깨너머로 봤던 기억을 살려 내식대로 만들어보았어요. 계란면 대신 스파게티면을 사용했는데 식감이 매우 흡사! 굉장히 만족함!  결론은 #대성공 #감동적 #맛보장,[재료] 면| 오징어| 양배추| 파| 고추| 해산물 [양념] 마요네즈| 소금 0.5| 다진마늘| 고춧가루| 허브맛솔트(or후추),초급,15분이내
5432,6844562,에그베네딕트,2355,2,34,기타,일상,달걀/유제품,빵,나른한 주말  브런치 메뉴로 에그베네딕트를 만들어 봤어요~,[주재료] 구운바게트 3조각| 체다치즈 1/2장| 구운베이컨 1장 [수란] 달걀 1개| 식초 1T| 소금 1t [홀랜다이즈 소스] 달걀노른자 1개| 녹인버터 40g| 레몬즙 5g| 소금 1꼬집| 후추 1꼬집,초급,10분이내
5433,6844567,마약토스트,27044,14,219,굽기,초스피드,밀가루,빵,동상이몽을 보다가 아프리카 bj디바님이 마약 토스트를 만드는것을 보고 만들어 보고 싶어져 만들어 본 마약 토스트. 당시 스튜디오 사람들 모두 맛있다며 핵칭찬을 했었더라는그 마약 토스트. 얼마나 매력적인지 제가 한번 만들어 보겠습니다.,[재료] 식빵 2장| 무가염 버터 3큰술| 설탕 1+1/2큰술,아무나,5분이내
5434,6844590,식빵튀김,12113,5,49,튀김,간식,밀가루,빵,샌드위치하고 남은 식빵으로 달달한 식빵튀김 만들어서 간식으로 냠냠. 샌드위치하고 남은 식빵의 테두리를 보통 빵가루로 이용하는데 워낙에 많아서 튀김기름도 남아 있고 만두도 튀길겸 겸사겸사 튀겨서 주말 심심할때에 먹어주는 달달하고 바삭한 간식으로 식빵튀김을 만들어서 심심풀이로 먹어주었어요.,[재료] 식빵테두리| 식용유| 설탕,아무나,5분이내
5435,6844603,바나나땅콩샌드위치,5485,2,27,굽기,간식,밀가루,빵,땅콩소스와 바나나가 샌드위치로 잘 어울려요.~,[재료] 식빵 2개| 땅콩잼 1t| 바나나 1개| 올리고당 적당| 계핏가루 약간 [슈가파우더] 설탕 18g| 전분 2g,아무나,10분이내
5436,6844629,자취생 간단한끼 ,20617,8,235,부침,초스피드,달걀/유제품,밥/죽/떡,혼자식사할때 라면보다 간장달걀밥을 추천합니다. ,[재료] 달걀 1개| 쪽파 1줄기| 날치알 1t [양념] 국간장 1t| 버터 조금| 들기름 1t,아무나,10분이내
5437,6844636,슈가스크럽,1666,1,9,기타,기타,기타,기타,코코넛 슈가 스크럽은 피부의 영양공급과 각질제거에 아주 효과가 좋습니다.^^ 무색소를 쓰기 때문에 피부에 너무 순하고 좋아요. 코코넛 슈거스크러브를 직접 만들어서 얼굴과 바디에 사용해보세요. 부드럽고 매끈한 피부를 원하시면 모욕 후 마지막 단계에서 부드럽게 마사지하듯 사용하세요.,[재료] 코코넛 오일 1/2컵| 백설탕 1컵| 코코넛 에센셜오일 1방울(취향껏)| 아몬드 오일 1큰술,초급,15분이내
5438,6844640,새우젓소고기죽,6488,11,77,끓이기,영양식,소고기,밥/죽/떡,지난주 퇴원을 하고...  일반식을 먹어도 된다고 하는데...  입맛은 왜이렇게 없는지;;;;;;;;     죽을 먹어 보겠다며... 찹쌀을 물에 불리고 소고기죽 끓였어요    ,[재료] 소고기 2주먹| 찹쌀 1종이컵| 양파 1/2개 [양념] 새우젓 1/2T| 후추 2번톡(기호에 맞게)| 들기름 2T,초급,30분이내
5439,6844641,나가사키짬뽕,14106,4,227,끓이기,일상,해물류,면/만두,집에서 해물 나가사키짬뽕탕 만들기  사골곰탕만 있으면 쉽다고 전해라.,[재료] 목이버섯| 표고버섯| 양파| 마늘| 청양고추| 오징어| 새우| 홍합 [양념] 사골곰탕| 굴소스| 대파| 후추| 맛술,초급,15분이내
5440,6844642,쌀국수,8936,6,146,끓이기,일상,소고기,면/만두,살사소스만들때 고수를 한단샀는데 고수를 처리하려고 해본게 요 쌀국수였어요 ㅎ .,[재료] 소고기 100g| 쌀국수면 1인분| 고수 조금| 청양고추 1개| 양파 1/2개| 숙주나물 150g| 칠리소스 2t [양념] ,초급,30분이내
5441,6844654,계란볶음밥,15186,9,175,볶음,일상,달걀/유제품,밥/죽/떡,찬밥 남았을 때 자주 해 먹는 게 계란볶음밥이거든요. 재료 간단하면서 맛은 굿이라 좋거든요. 오늘은 고급지게 맛살 추가로 넣어서 계란볶음밥 만들어봤어요. 찬밥 남았을 때 계란볶음밥 좋아요. 김치만 곁들여서 내면 한 끼 식사로도 좋답니다.,[재료] 계란| 대파| 맛살| 소금| 굴소스 [양념] ,아무나,5분이내
5442,6844659,프렌치 토스트와 소시지 브런치,15526,19,611,기타,초스피드,가공식품류,양식,냉장고에 있는 음식 모두 털어서~ 카페에 온 듯한 느낌 있는 브런치 쉽게 완성하세요~,[재료] 소시지 2개| 계란 1개| 식빵 2장| 쌈채소(or샐러드용 채소) 1줌| 견과류 약간| 설탕 1큰술| 우유 1/3컵 [샐러드용 소스] 발사믹 식초 1큰술| 올리고당 1큰술,아무나,10분이내
5443,6844664,버거,1811,0,25,볶음,일상,밀가루,빵,치아바타로 한끼 식사로도 좋은 베지터블 버거 만들어 볼게요 브런치메뉴로 굿이지요,[재료] 치아바타 1개| 양파 1개| 토마토 1/2개| 치즈 2장 [양념] 올리브오일 1T| 소금| 후춧가루 약간| 발사믹크림 약간,아무나,5분이내
5444,6844672,핫케익와플,6927,2,43,굽기,일상,기타,빵,와플믹스대신 핫케익믹스로 와플 만들어 봅니다,[재료] 핫케익믹스 175g| 우유(or물) 120ml| 달걀 1개| 버터(or식용유) 약간 [양념] 슈가파우더 약간| 아가베시럽 1/2T| 키위 1개| 블루베리 50g| 탄산수 1컵,아무나,10분이내
5445,6844694,멍게비빔밥,7038,2,22,비빔,일상,해물류,밥/죽/떡,잃어버린 입맛 되찾아주는 멍게 철이 되었어요~!~ 봄이 되면 땅에는 꽃이 피고 바닷속에는 멍게 꽃이 피어나지요~!~ 통영의 멍게는 누구나 다아시는 명품 멍게랍니다~!~  예쁜 주황색 멍게는 보기만 해도 식욕을 돋우어 주지요~!~ 봄에 입맛 살려주는 멍게는 향으로 먹고  입으로 먹고 눈으로 먹는다지요~~~ 통영 굴 키우는 남자님이 보내주신 멍게입니다~!!~   멍게도 비닐에 담아 얼음과 함께 보내주셨네요~!~! 초장도 한 개 넣어서 보내주셨어요~!! ,[재료] 밥 1공기| 멍게 100g| 오이 1/2개| 텃밭채소 1줌| 당근 조금 [양념] 초고추장 2큰술| 참기름 1작은술| 통깨 1작은술,초급,10분이내
