,rc_num,rc_name,rc_view,rc_rec,rc_scrap,rc_type,rc_sit,rc_sort,rc_nick,rc_info,rc_ing,rc_diff,rc_time,rc_src
6511,6845683,느타리버섯덮밥,17274.0,16.0,678.0,볶음,초스피드,버섯류,밥/죽/떡,회사에서 야근할때면 중국음식을 자주 먹는데 어쩌다 먹어본 버섯덮밥이 맛있어서 좀더 건강하게 직접 만들어 먹으면 좋을꺼같아서 만들어봤어요,[느타리버섯덮밥 재료] 느타리버섯 1/2팩| 양파 1/2개| 당근 조금| 대파 1/2대| 청양고추 1개| 전분물 [양념장 재료] 간장 2T| 올리고당 1T| 참기름 1/2T| 다진마늘 1/2T| 된장 1/2T| 미림 1/2T| 후추 조금| 굴소스 조금,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/31/bcfffdf9efe04513895f4fe4125e5b2b1_m.jpg
6517,6845738,딸기샌드위치,21370.0,55.0,825.0,기타,도시락,과일류,빵,봄철 상큼한 딸기로 간단하게 만드는 [딸기샌드위치]도시락을 준비했어요. 상큼~한것이  달콤~한것이  보기에도 이뻐서 도시락으로 딱! 좋더라구요 ^^,[재료] 식빵 4개| 딸기(작은사이즈) 6개| 딸기쨈 약간,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/04/01/0ec7b9e027ef2218914f6b16b430a9291_m.jpg
6526,6845844,두부구이와 참나물무침,27653.0,17.0,1516.0,무침,다이어트,채소류,메인반찬,참나물 제철은 8~9월인데.. 봄이면 이상하게 참나물 생각이나요~ 근데.. 봄에도 참나물이 많이 나오는거 같은데~ㅎㅎ 여튼..참나물은 많이 나올때 먹으면 질기지도 않고 맛있게 먹을수 있어요~^^,[메인 재료] 두부 1/2모| 참나물 1팩 [양념장 재료] 고추가루 3T| 간장 3T| 매실액 1T| 식초 2T| 참기름 1T,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/04/03/1bef83edd7ebb84673095da6af273b431_m.jpg
6547,6846117,연유초콜릿,31147.0,93.0,1336.0,기타,일상,달걀/유제품,과자,연유초콜릿은 생초콜릿보다 더 쫀득해요! 달콤하고 쌉싸래한게 맛있어요^^ *약19개 분량(지름 2~2.5cm).,[재료] 연유 120g| 코코아가루(무가당) 60g [장식] 코코아가루(무가당) 1T,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/04/07/3eca031c882c1b304f27889c9ede03361_m.jpg
6592,6846489,기름떡볶이,14829.0,20.0,557.0,볶음,일상,가공식품류,밥/죽/떡,백종원 선생님의 레시피를 활용해서  좀 더 계량해봤어요~,[재료] 떡볶이떡 종이컵 2컵| 대파 1줌| 계란 1개| 냉동만두 2개 [양념] 고추가루 2큰 술| 설탕 1큰 술| 참기름 1큰 술| 간장 1.5큰 술,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/04/14/226cb6cfaf4b860719f18fb9852c29e91_m.gif
6665,6847204,참치깻잎쌈밥,36356.0,67.0,1670.0,기타,도시락,가공식품류,밥/죽/떡,그냥먹어도 감칠맛 나는 참치쌈장밥 쌈밥으로 한입쏙 도시락 만들어서 나들이도 좋아요.~,[재료] 깻잎 10장| 참치 1캔| 양파 20g| 당근 20g| 후추 적당히| 밥 1공기 [쌈장] 된장 1T| 고추장 1/3T| 간 마늘 1T| 참기름 1T| 사이다 또는 설탕물 2T(생략가능),아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/04/25/cc7ac738f9cf66b1f80da8026d0dba5c1_m.jpg
6666,6847237,바나나우유푸딩,17547.0,52.0,767.0,끓이기,초스피드,가공식품류,디저트,냉장고를부탁해 레시피. 딸기가 듬뿍 들어간 미카엘셰프 바나나우유푸딩 만들기,[재료] 바나나우유 240ml| 딸기| 전분 1T| 아몬드슬라이스| 메이플시럽,초급,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/04/27/9aad9efb2a320cc67b710753eda9d14f1_m.jpg
6752,6847914,탕수만두,44615.0,83.0,2272.0,끓이기,일상,가공식품류,면/만두,만두의 유래는 촉나라 제갈공명은 남만(南蠻·지금의 미얀마 부근) 정벌을 마치고 돌아오다 풍파가 심한 여수(濾水)를 건너기 위해 만두를 빚었답니다. 정벌로 숨진 사람들의 넋을 위로하고 성난 강을 달래기 위해 사람 머리 형상으로 만들었습니다. 만인(蠻人)의 머리를 본뜬 것이라 해서 ‘만두(蠻頭)’라고 했다고 합니다. 교자는 엄밀히 말하면 만두와 좀 다른데요. 교자는 반달모양으로  한국에서 말하는 만두를 중국에서 교자라고 하지요. 중국에도 찐빵처럼 생긴 만두가 있는데  대개 안에는 고기나 야채 등이 들어 있으므로 교자와 만두는 확실하게 다른 음식이지요. 한국에서는 교자를 주로 찌거나 구워 먹지만  중국에서는 물에 삶아 먹는 것이 보편적이구요. 교자가 원래 북방 음식이었으나 현재는 중국 어디서나 남녀노소 좋아하는 음식으로 자리잡았으며  중국 최대 명절인 춘절에 먹는 명절 음식이기도 하지요. 오늘은 왕교자만두를 이용하여 탕수만두를 만들어 보겠습니다. 그럼 보시죠.,동원 개성왕교자만두 5개| 양파 1/2개| 오이 1/2줌| 당근 1/2개| 식용유 2큰술| 목이버섯 2개 소스 - 식초 3큰술| 설탕 7큰술| 소금 1작은술| 간장 3큰술| 물 300ml 전분물 - 녹말가루 2큰술| 물 2큰술,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/05/10/e9f45fe3b6962ef97474679c414e91d51_m.jpg
6765,6847969,토마토라면,33491.0,15.0,1528.0,끓이기,일상,가공식품류,면/만두,올리브쇼에서 권오중 셰프가 선보였던 토마토라면♥ 은근 중독성있는 맛! 영양도 맛도 사로잡았다는 이야기,[재료] 라면 1봉지| 토마토 취향껏| 양파 1/2개| 청양고추 1개 [양념] 식초 1T| 다진마늘 0.5T,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/05/11/0a7fc6f1cf1a09cfe36376106de3acc51_m.jpg
6790,6848218,닭가슴살채소볶음,30931.0,34.0,1828.0,볶음,다이어트,닭고기,밑반찬,저칼로리식단   밥반찬으로도 좋고~ 샐러드 마냥 볶음만 먹어도 아주 좋은 요리인데요.. 채소의 단맛을 한껏 끌어올려 완전 맛있는 닭가슴살 채소볶음  간단하게 만들어 볼까요^^,[재료] 닭가슴살 120g(1덩이)| 양파 1/2개| 노랑파프리카| 쥬키니호박| 당근 [양념] 식용유 1스푼(식물성기름 모두ok)| 다진마늘 1/2스푼| 굴소스 1스푼,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/05/16/d3112bc25e8b44bcca16166020ee2b611_m.jpg
6804,6848377,소세지꽃주먹밥,144297.0,113.0,9615.0,삶기,도시락,가공식품류,밥/죽/떡,바쁜 엄마들을 위한 초간단 주먹밥 도시락 예쁘고 맛있게.~,[재료] 통통소세지 3개| 양파 20g| 당근 20g| 애호박 20g| 밥 1공기| 소금 1꼬집| 참기름 1T,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/05/18/5070f5c55076ca66ceef663729163d1d1_m.jpg
6893,6850294,아코디언감자구이,15299.0,15.0,638.0,굽기,간식,채소류,디저트,오늘은 아이간식으로도 좋고  어른들 맥주안주로도 좋은 아코디언 감자구이를 해볼께요     재료도 엄청 간단하답니다.     감자+베이컨+체다치즈의 조합     아코디언감자구이 ,[재료] 감자 1개| 베이컨 3줄| 체다치즈 3개| 버터| 허브솔트,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/06/01/5413214ab9c53eaf379c652f96b816961_m.jpg
6900,6850326,치즈과자,79222.0,73.0,3190.0,기타,초스피드,달걀/유제품,과자,전자레인지를 이용해 만든는 치즈스낵! 재료는 오직 슬라이스치즈뿐 그냥 먹는 치즈도 맛있지만 전자레인지에 돌려 과자처럼 먹어도 별미 아이들도 좋아하구 어른들도 좋아하구 맥주안주로 딱인듯,[재료] 슬라이스치즈| 전자레인지,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/06/01/b0c004015c26ca7c3c2554144a6c3b9c1_m.jpg
6920,6850441,주먹밥,79155.0,286.0,3653.0,기타,도시락,쌀,밥/죽/떡,모양도...맛도 좋은....리본 주먹밥 소풍도시락으로 어때요? 포인트로 몇개 넣어 주면 좋을것 같아요.,[재료] 다진 호박 2T| 다진 빨강파프리카 2T| 다진 노랑파프리카 2T| 다진쇠고기 2T| 둥근햄 8장| 부추 1/2줌| 달걀 4개| 김 1장 | 밥 1공기| 굴소스 약간| 소금 약간,초급,60분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/05/13/c3d9545d14251a86a473074af961a56a1_m.jpg
6948,6850688,순두부스크램블,8964.0,9.0,364.0,볶음,초스피드,달걀/유제품,양식,부드럽고 고소한 순두부 바쁜 아침 또는 간식으로 휘리릭 스크램블 만들어 해결 해봐요 순두부를 넣어 한끼 식사로 충분해요.,[재료] 순두부| 달걀3개| 당근| 양파| 브로콜리| 소금,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/06/05/ce1b858a8695fcf2b44c5ca298d9fd021_m.jpg
6988,6850951,에그또띠아,27499.0,16.0,1069.0,굽기,초스피드,달걀/유제품,빵,간단하면서도 든든한! 아침으로 좋은! 다이어트식단으로도 유용한!  에그 또띠아!,[재료] 또띠아 1장| 계란 2개| 상추 3장| 체다치즈 1장 [양념] 소금 1꼬집,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/06/14/5a2c0cd50aa38b52eeb9041ff2dabcde1_m.jpg
6999,6851022,바나나팬케익,49253.0,73.0,2455.0,부침,다이어트,달걀/유제품,빵,다이어터에게 인기가 많은 노밀가루 바나나 펜케익입니다 :D,[재료] 계란 2개| 바나나 1개,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/06/15/d2876fd3c6a9622b923e554dfe6653a11_m.jpg
7071,6851642,마늘닭가슴살볶음밥,14339.0,34.0,605.0,볶음,다이어트,닭고기,밥/죽/떡,다이어트하는 요즘  한그릇으로 충분히 배부르고 다이어트도 되는 그런 포만감있는 식사를 위해 준비했어요! 담백한 닭가슴살과 마늘향이 어우러져 맛있습니다 ,[기본 재료] 닭가슴살 200g| 대파 3뿌리| 청량고추 1개| 다진마늘 2T| 현미밥 1공기,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/06/26/9eb0cdd6fd6ca5561661b2dc51569df41_m.jpg
7085,6851829,열무비빔국수,63968.0,31.0,2186.0,비빔,일상,밀가루,면/만두,여름 제철채소 열무로 만든 열무김치! 새콤하게 익으면 비빔국수해먹기 딱 좋아요^^ 잘익은 열무김치가 있다면 오늘저녁엔 열무비빔국수 어떠세요? :-),[재료] 열무김치 1줌| 소면국수 1인분| 삶은계란 1/2개| 오이사과등갖은채소 취향것 [비빔양념] 고추장 1스푼| 설탕 1/2스푼| 고추가루 1/2스푼| 간장 1스푼| 매실액 1스푼| 참기름 2스푼| 참깨 취향껏,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/06/29/79dd16f5a31f70b8e4046de8abbde3d31_m.jpg
7131,6852394,베이컨시금치볶음밥,3462.0,6.0,116.0,볶음,일상,채소류,밥/죽/떡,아이도 시금치를 맛있게먹을수 있는 레시피입니다.~,[재료] 시금치 1/2단| 베이컨 4쪽| 달걀 1개 [양념] 참기름 1t| 소금 0.5t| 다진마늘 0.5t,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/07/08/16cd2176d42d38b43125f26812b785e61_m.jpg
7149,6852617,까르보나라토스트,36453.0,21.0,1964.0,굽기,일상,달걀/유제품,빵,일본에서 난리났다는 SNS에서 돌아다니던 레시피를 기억했다 만들어 본 이색토스트에요 재료도 간단하고 전자렌지로 간단히 만들 수 있어 아침식사 대용으로도 좋을 것 같아요,[재료] 식빵 1장| 계란 1개| 마요네즈 적당량| 모짜렐라치즈 적당량| 햄(베이컨) 적당량| 후추 약간,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/07/12/27ae5c3633cd539a5fa381657d8716a71_m.jpg
7166,6852823,전자렌지계란빵,62060.0,71.0,2670.0,굽기,초스피드,달걀/유제품,빵,전자렌지 1분30초면 완성되는 대박 레시피 아이템~~ 손쓰기 싫은 남편들도 일어나가 한다는 레시피를 공개할게요,[재료] 모닝빵 1개| 계란 1개| 버터 1티스푼| 소금 1꼬집| 파슬리가루 조금,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/07/15/c242811b1f9651627f33a41416969c7a1_m.jpg
7214,6853260,비빔당면,116889.0,36.0,8850.0,비빔,일상,가공식품류,면/만두,부산에서 맛잇게 먹었던 비빔당면이예요 심심한듯 하면서도 은근히 중독성있는 맛이죠  여름이니깐 아무래도 이런 비빔메뉴가 계속 땡기네요 비빔당면양념장은 각종 비빔면요리에 사용하셔도 잘 어울립니다,[비빔당면 기본재료] 당면 80g| 계란 1개| 당근 1/2개| 깻잎 5장 [비빔당면 양념장] 고춧가루 2T| 설탕 1T| 깨 1T| 간장 4T| 식초 1.5T| 올리고당 2T| 다진마늘 0.5T| 참기름 2T| 다진파 2T,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/07/22/c857fb66d3cd74b26faf8fc89092ab331_m.jpg
7242,6853544,시금치베이컨,8913.0,12.0,393.0,볶음,일상,가공식품류,기타,집밥백종원님의 간단하면서도 맛있는요리.. 브런치로도 괜찮지만 리우 올림픽때에 간단한 맥주 안주로도 너무 괜찮을 것 같습니다. 행복하세요^^,[재료] 시금치 100그램| 베이컨 2~3줄| 올리브오일 2스푼| 통마늘(편) 5~6개| 굴소스 약간| 소금 약간,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/07/27/66bf2a3d100ba4e0f09d05a9cade6a3e1_m.jpg
7277,6853815,오이냉국,236061.0,38.0,11638.0,끓이기,초스피드,채소류,국/탕,오이냉국은 냉국 만들기가 힘드시잖아요? 6146이라는 간만 잘 맞춰진다면 이제는 여름의 냉국 걱정은 힘드시지 않으실거요..,[재료] 오이 1개| 물 600미리| 소금 1스푼| 설탕 4스푼| 식초 6스푼| 깨소금 약간,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/01/1250bf1376b25174655411144e38c6b41_m.jpg
7284,6853868,투움바파스타,301769.0,274.0,12727.0,볶음,일상,밀가루,면/만두,혼자 아웃백가서 먹자니..못가겠고 근데 너무 먹고싶고!!! 근데 한번 만들어 봤지 말입니다ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그럼  한번 만들어 볼께욧!!,[재료] 휘핑크림 250ml| 쪽파or대파| 양송이버섯| 브로콜리| 칵테일새우| 페투치니면 [양념] 진간장 2스푼| 고춧가루 1스푼| 우유 50ml| 다진마늘 1스푼| 미림or청주 1스푼| 후추 약간,초급,60분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/01/b6554ee957e0aecb5644e66b817474301_m.jpg
7344,6854270,계란치즈볶음밥,84582.0,30.0,3923.0,볶음,초스피드,달걀/유제품,밥/죽/떡,저희 남편이 아침 메뉴로 가장 좋아하는 계란 볶음밥 이예요~ 오늘도 김  멸치와 함께 한그릇 뚝딱하고 출근 했습니다.,[재료] 달걀 2개| 치즈 1장| 식용유 2T [양념] 맛소금 약간| 후추 약간| 간장 1T,초급,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/09/bfa253e5632ee6969f04ff220693d56f1_m.jpg
7404,6854799,닭가슴살갈비구이,259295.0,58.0,20769.0,굽기,다이어트,닭고기,메인반찬,퍽퍽하기만한 닭가슴살을 조금 더 맛있게 먹는 방법! 자몽의요리가 알려드릴께요!!!! 촉촉하고 달콤하게 드셔보세요  닭가슴살에서 갈비맛이? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,[재료] 닭가슴살 200g| 대파 1개 [갈비양념] 간장 2T| 설탕 1T| 참기름 0.5T| 다진마늘 0.5T| 꿀 1T,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/17/d9bdc5d413a5ecac7a8f8ff8ce8edf0b1_m.jpg
7487,6855581,달걀양파토스트,31004.0,8.0,1290.0,굽기,간식,달걀/유제품,빵,간단하게 만들수 있는 토스트,[재료] 식빵 2개| 달걀 1개| 양파 적당히| 체다치즈 1개| 설탕| 케찹,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/30/e5b2f64df795d70515479c54ccf229691_m.jpg
7500,6856287,김치참치마요덮밥,122258.0,271.0,4315.0,비빔,일상,가공식품류,밥/죽/떡,느끼할 수 있는 마요에 김치를 넣어 더 맛있게!:),[재료] 밥 1공기| 참치 1/2캔| 계란 2개| 김치 조금| 김 [재료] 마요네즈 1.5T| 연겨자 0.5t| 데리야끼소스or돈까스소스| 참기름 0.5T| 설탕 0.5T| 굴소스 0.5T,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/01/484b1194a69d0b2da09014a25a9334de1_m.jpg
7501,6856289,양파돈가스덮밥,23139.0,21.0,954.0,끓이기,일상,돼지고기,밥/죽/떡,집밥 백선생 양파편 어찌나 다양하게 만드시던지 양파 양파 엄청 먹을것 같아요 ㅋㅋ,[재료] 돈가스 1| 양파 1/2개| 달걀 2개| 간장 3| 맛술 3| 설탕 2| 물 9| 밥,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/01/0a2eb3ed190f9d7928674d1e44e1b50e1_m.jpg
7557,6856772,컵오믈렛,13691.0,8.0,682.0,기타,초스피드,달걀/유제품,양식,아무것도 하기 싫은 주말 아침 5분이면 즐길 수 있는 초간단 컵 오믈렛입니다. ,[재료] 달걀 2개| 우유 1큰술| 파마산 치즈 1큰술| 버터 1큰술| 다진 양파 1큰술| 파슬리가루 1작은술 [양념] 소금 약간| 후춧가루 약간,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/09/7ce3131d5409100b80d537091517e9bf1_m.jpg
7594,6857183,닭가슴살덮밥,7029.0,8.0,252.0,볶음,다이어트,닭고기,밥/죽/떡,닭가슴살 하면 떠오르는 단어가 일단 퍽퍽함 인데요... 퍽퍽하지만 오늘은 조금은 색다르면서 초간단하게 맛있는 한끼를 만들 수 있는 꿀팁 알려드립니다. 다른 야채와 함께 한끼 식사로 즐길 수 있는 근사한 한그릇요리  닭가슴살덮밥을 만들어 봅니다.,[재료] 훈제닭가슴살 1팩| 양파 1개| 호박 1/4개| 양송이 4개| 팽이버섯 1봉지| 빨간파프리카 1/2개| 어린잎채소 약간| 굴소스 1큰술| 통깨 약간| 통마늘 10개정도,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/20/160c6cc9f8af3e2f5a92c7d02bee8f3a1_m.jpg
7613,6857353,야키카레,53291.0,101.0,2846.0,끓이기,일상,채소류,밥/죽/떡,난 다른 카레보다 요 카레가 참 맛이 좋드마잉♥  세상의 모든 레시피 만개의레시피,[필수재료] 카레 1봉| 닭가슴살 1덩이(120g)| 감자 1개| 당근 1/2개| 양파 1/2개| 물 4C(800ml)| 옥수수콘 3T| 버터 1T| 밥 1공기| 계란 1개| 피자치즈 1C(80g)| 후춧가루 약간,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/23/06046dba1c889f26e98c0e73ebaaefd51_m.png
7614,6857355,골뱅이마늘볶음,39316.0,31.0,2527.0,볶음,술안주,가공식품류,기타,골뱅이캔으로 만든 골뱅이마늘볶음   골뱅이무침도 좋지만 가끔은 색다르게 즐기고싶다면 골뱅이마늘볶음은 어떠신가요~ 달큰해진 마늘과 쫄깃한 골뱅이가 잘 어울린답니다^^,[재료] 골뱅이캔 1캔| 통마늘 1~2통| 새송이버섯 1개| 양파 1/2개| 청양고추 2개| 후추 약간 [양념] 간장 1.5| 맛술 1| 매실 1| 설탕 1| 후추 약간,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/23/9d1e724103e41d0ba8a11f2fd65f18621_m.jpg
7618,6857412,도시락,28864.0,46.0,1596.0,기타,일상,달걀/유제품,기타,도시락 데코로 정말 귀여운 버섯돌이,[재료] 메추리알 3개| 방울토마토 3개| 통깨 조금| 요플레숟가락| 이쑤씨개,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/24/1d4c951aca78caca2cf1aa106d9f89a21_m.jpg
7624,6857448,두부간장조림,14135.0,23.0,525.0,조림,일상,콩/견과류,밑반찬,오늘은 불량엄마가 자주 하는 유리의 단골 반찬 두부 간장조림~! 원래 만들던 레시피에 볶음 소고기 추가했더니 맛이 더 풍부해졌어요.,[재료] 두부 1모| 소금 약간(밑간)| [양념]| 설탕 1/2수저| 저염간장 4| 물 4| 다진 마늘 1| 참기름 1| 후춧가루 약간| 통깨| 대파 약간,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/26/ea98ee93afc237de577c81c890ab3b531_m.jpg
7635,6857541,브로콜리피자,2026.0,1.0,74.0,굽기,일상,채소류,빵,오늘은 비가 와서 맛있는 파전 대신에 브로콜리 피자 레시피를 가져왔어요 ㅎㅎ 몸에도 좋은 브로콜리 피자 레시피~ 먼저 재료부터 알려들리게요!,[재료] 브로콜리| 치즈| 버터| 다진마늘| 파슬리| 또띠아,초급,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/27/4135b5db6d8c2b328e392bb7c6c663bd1_m.jpg
7646,6857658,고구마치즈맛탕,82598.0,14.0,4244.0,튀김,간식,곡류,디저트,아이들이 너무나 좋아하는 고구마 맛탕 만들기,[재료] 고구마 1개| 식용유 5 | 설탕 4| 식초 0.5| 모짜렐라치즈 1컵,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/29/7ee093a52604a4b887c39edc9cd2b34f1_m.jpg
7657,6857792,소세지야채볶음,30798.0,6.0,1240.0,볶음,일상,가공식품류,메인반찬,백선생님이 데미글라스 소스를 이용해서 고급지게 만드신소세지 야채볶음입니다.,[재료] 비엔나소세지 10개| 양파 1개| 대파 1줄기| 당근 1/5개 [양념] 밀가루 1/2T| 식용유 1/2T| 케첩 1T| 간장 1T| 식초 1/2T| 설탕 1T,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/10/02/7d59f2f98a45e343db0e025d6b0a19dc1_m.jpg
7668,6857867,오징어두부덮밥,7559.0,3.0,315.0,볶음,일상,콩/견과류,밥/죽/떡,어제 저녁엔 아이들 뭘또 해먹이나 고민.... 신랑도 없고...안매우면서 간편하고  거기에 맛있는 메뉴가 뭐가있을까 생각하다 냉장고에 있는것들로 해치우자 해서 만들게 된 오징어 두부덮밥이에요^^ 전에 두부덮밥을 만들었었는데 두부만있음 아이들이 그닥 좋아하지 않아서 아이들이 좋아하는 오징어를 넣어서 감칠맛을 더했죠~,[재료] 두부| 오징어| 호박| 양파| 파| [양념소스]| 물| 간장| 굴소스| 참기름| 후추| 요리당| 다진마늘| 전분가루| 깨소금,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/10/04/814c2dab07a72874a7f8c3233eef01711_m.jpg
7683,6857986,당면볶이,88743.0,55.0,5368.0,끓이기,일상,가공식품류,면/만두,출출한 밤  냉장고속엔 암것도 없고 라면도 없고   이럴땐 라볶이보다 더 맛있는 당면볶이가 최고죠^^ 매콤해서 그런지 시원한 맥주와도 잘 어울리더라요~,[재료] 당면 1줌| 대파 1뿌리| 어묵 1장| 물 적당량 [양념] 고추장 2| 고추가루 1.5| 설탕 2| 올리고당 1| 간장 1| 맛술 1| 후추 약간| 다진마늘 0.5,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/10/06/2aec883af1fd8db30b182c0287863e6f1_m.jpg
7708,6858176,새우크림파스타,46491.0,71.0,1784.0,볶음,손님접대,가공식품류,면/만두,연인에게 새로운 매력을 어필할 수 있는  내연인을 위한  초간단하지만 고급진 새우크림파스타!,[재료] 스파게티면 500원 크기 두께| 칵테일새우 적당량| 느타리버섯 적당량| 베이컨 적당량| 양파 1/3개| 체다치즈 1장| 흰우유 200ml| 파마산치즈가루 적당량| 파슬리가루 약간| 소금 1t| 후추(혹은허브맛솔트) 약간,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/09/26/c3f4e3aed2f630417788914543161cdc1_m.jpg
7830,6859962,만두피치즈핫도그,6093.0,5.0,254.0,굽기,간식,가공식품류,빵,만두피 미니핫도그~ 바삭한 만두피에 치즈의 고소함  쫄깃 탱글~ 톡 ~ 터지는 소세지~ 무쟈게 쉬워 누구나 손쉽게 만들수 있어요   ,[재료] 만두피 4장| 비엔나소세지 4개| 체다치즈 2장| 버터 1큰술,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/06/3abef1429fa2f7d1069680d1bbc140af1_m.jpg
7855,6860060,치즈볼,21238.0,5.0,1129.0,튀김,간식,달걀/유제품,디저트,집 안 가득 치즈에 고소함이 솔솔~~ ,[재료] 모짜렐라치즈 150g| 빵가루 종이컵으로 2컵정도| 계란 2개| 파슬리가루 솔솔솔~,아무나,60분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/07/eaeb8a615b9e4b2dfaf5b0986e5a6dcd1_m.jpg
7866,6860173,고구마콘치즈만두,11853.0,22.0,662.0,튀김,간식,채소류,면/만두,집에 많이 남은 고구마와 제가 좋아하는 만두를 결합시켜서 탄생하게 되었습니다~ 고구마는 영양이 많고 만두는 누구나 좋아하는 메뉴라서 남녀노소가 좋아할 메뉴라고 생각합니다^_^ ,[재료] 삶은 고구마 1/2개| 콘옥수수 1큰술| 모짜렐라치즈 1큰술| 우유 2큰술| 만두피 5개 [양념] 올리고당 1/2t,초급,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/08/6fb7f3085572717b6cb607d6ce63aae91_m.jpg
7881,6860275,장칼국수,238324.0,936.0,10887.0,끓이기,일상,밀가루,면/만두,집에 있는 재료로 뚝딱 만드는 장칼국수! 얼큰한 국물 한 숟갈에 스트레스가 싸악~ 세상의 모든 레시피 만개의레시피,[필수 재료] 칼국수 면 1줌(150g)| 물 3C| 감자 1/2개| 양파 1/4개| 애호박 1/4개| 대파 1/4대| 청양고추 1개 [양념 재료] 고추장 1T| 된장 1T| 다진 마늘 1/2T| 고춧가루 1T| 국간장 1T,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/09/25a16b4281447589311e88d6157410ce1_m.png
7886,6860343,두유리조또,35819.0,55.0,2340.0,볶음,다이어트,닭고기,밥/죽/떡,레시피출처-네이버블로그/나이스EJ http://m.blog.naver.com/eueueunji/70143540858,[재료] 두유 150ml| 현미밥 130g| 버섯 100g| 양파(작은것) 1개| 슬라이스치즈 1장| 닭가슴살 100g| 기름 조금| 후추 조금| 소금 조금,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/09/73708f11fe7474c83a60fc544d105cad1_m.jpg
7897,6860385,햄치즈빵,69457.0,86.0,5644.0,기타,간식,가공식품류,빵,오븐없이 전자렌지로 간단하게 만들 수 있는 간식이에요 ^^,[재료] 모닝빵 3-4개| 햄 3-4슬라이스| 피자치즈 2-3 스푼(큰)| 옥수수콘 2-3 스푼(큰),초급,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2016/11/10/d9a682da8a2b69828c11d950233998f21_m.jpg
